Dark.Light,Salinity,Size,Concentration,Distance_moved_Total,Velocity_Mean,Meander,Turn angle,Angular velocity,In_zone_Frequency,In_zone_Cumulative_duration,Movement,Freezing_Mean,Freezing_Frequency,Freezing_duration
Light,25,S,C3,19.6342,0.163711,-2466,2.68945,80.6842,2,113.966,1,59.8327,2,119.665
Light,15,S,C3,47.3903,0.395913,-2653.58,-1.63299,-48.9903,59,81.1325,68,1.69116,68,114.999
Light,25,S,C3,39.1177,0.327439,156.302,1.1546,34.6383,34,106.932,17,6.55549,18,117.999
Light,25,S,C3,27.5218,0.231473,1480.23,-0.801595,-24.0481,25,75.8659,12,6.99013,17,118.832
Light,15,S,C3,15.8018,0.131756,1931.59,0.883711,26.5116,1,119.999,1,59.9161,2,119.832
Light,15,S,C3,22.7324,0.189544,-2089.77,-2.44436,-73.3316,1,119.999,2,39.8774,3,119.632
Light,25,S,C3,45.7266,0.382121,-168.501,-1.87862,-56.3591,30,99.3323,18,5.93827,20,118.765
Light,25,S,C3,40.984,0.343062,3176,0.195591,5.86778,58,70.8326,70,1.59535,72,114.866
Light,15,S,C3,44.1221,0.370985,816.415,1.04632,31.3898,43,81.2325,28,3.73975,31,115.932
Light,15,S,C3,18.2736,0.152366,618.783,3.39673,101.903,1,119.999,3,29.9247,4,119.699
Light,25,S,C3,36.3393,0.305632,4647.06,0.793526,23.806,26,97.699,23,4.89578,24,117.499
Light,20,S,C3,26.8514,0.223888,1930.29,0.21647,6.49415,12,118.199,0,119.999,1,119.999
Light,20,S,C3,43.829,0.399297,-1191.82,-0.591375,-17.7414,58,78.0659,23,2.76997,40,110.799
Light,20,S,C3,4.85646,0.0404934,87775.9,46.7596,1402.8,3,0.733326,6,17.0903,7,119.632
Light,20,S,C3,28.7617,0.256498,8995.94,1.23281,36.9846,33,82.3325,31,2.78081,40,111.232
Light,25,o,Cont,46.3928,0.387471,-1585.11,-3.19099,-95.7306,78,76.8326,49,2.28102,51,116.332
Light,25,o,Cont,43.9403,0.36658,-2794.91,-0.976598,-29.2982,18,94.2991,13,8.49753,14,118.965
Light,25,o,Cont,47.6076,0.40483,-43.7356,-0.995526,-29.8661,37,90.9658,24,3.53936,33,116.799
Light,25,L,C1,46.2012,0.395336,710.584,1.97452,59.2363,86,45.9662,37,2.65501,43,114.166
Light,25,o,Cont,59.233,0.494988,1289.44,0.744135,22.3243,34,88.6991,22,5.02169,23,115.499
Light,20,L,C1,44.8331,0.375176,-169.031,1.01158,30.3476,31,70.3326,57,2.03507,57,115.999
Light,25,L,C1,40.0407,0.334047,2147.52,0.456495,13.695,23,77.9992,11,9.94435,12,119.332
Light,20,L,C1,39.5071,0.334715,-394.38,0.885095,26.5531,21,87.1991,42,2.62573,44,115.532
Light,20,o,Cont,12.3967,0.103422,1481.92,-1.73294,-51.9889,1,119.999,2,39.9552,3,119.865
Light,25,L,C1,63.6187,0.532083,-1220.22,-1.05964,-31.7897,26,75.3326,38,2.91365,39,113.632
Light,20,o,Cont,30.7067,0.256176,895.814,-1.08781,-32.6346,9,91.4658,4,23.4331,5,117.165
Light,20,L,C1,74.0075,0.619834,-267.172,0.17302,5.19066,49,77.2992,33,3.34037,33,110.232
Light,25,o,Cont,41.3754,0.349655,-720.252,-0.552227,-16.567,28,78.2326,24,4.02525,29,116.732
Light,25,L,C1,25.6956,0.214371,-2759.32,1.05334,31.6007,13,117.065,9,11.9399,10,119.399
Light,20,o,Cont,36.5406,0.304847,617.911,-2.09533,-62.8606,8,106.132,4,23.9598,5,119.799
Light,20,L,C1,10.6729,0.0890408,16760.8,105.465,3163.97,1,119.999,0,119.999,1,119.999
Light,20,o,Cont,47.1224,0.399911,-525.349,-1.31197,-39.3595,64,95.0324,43,2.43047,47,114.232
Light,20,o,Cont,29.7605,0.24842,443.091,1.61739,48.5223,6,92.5657,22,5.15647,23,118.599
Light,20,L,C1,13.0033,0.108482,2630.08,1.19988,35.9969,0,0,0,119.999,1,119.999
Light,25,L,C1,28.5287,0.238006,655.231,-0.382332,-11.4701,28,101.932,14,7.81103,15,117.165
Light,25,o,Cont,39.3027,0.32789,-450.018,1.82098,54.6301,17,91.9657,9,11.7865,10,117.865
Light,25,L,C1,37.2735,0.311828,145.023,0.0083646,0.250941,19,48.0329,24,4.88884,24,117.332
Light,20,o,Cont,32.4327,0.270576,624.492,0.958608,28.7585,17,81.4659,1,59.8161,2,119.632
Light,25,L,C1,39.7501,0.334882,4249.87,1.59079,47.7242,12,59.1994,32,3.56259,33,117.565
Light,25,o,Cont,55.3787,0.469183,730.86,-1.07145,-32.1439,58,72.0993,67,1.6089,71,114.232
Light,20,o,Cont,27.1788,0.226996,773.602,1.75329,52.5993,21,102.032,27,4.36539,27,117.865
Light,25,o,Cont,66.5629,0.562034,200.755,0.916555,27.4969,89,68.4993,79,1.33734,83,110.999
Light,15,L,C1,21.6054,0.180247,996.854,1.29955,38.9868,0,0,9,11.9199,10,119.199
Light,25,L,C2,55.1544,0.469271,-496.021,-1.18828,-35.6486,52,95.8324,37,2.84247,40,113.699
Light,25,o,Cont,48.329,0.422954,-803.013,0.0529314,1.58796,39,63.7327,36,2.73412,41,112.099
Light,20,L,C2,15.8839,0.132514,961.996,-3.04848,-91.4554,7,118.565,4,23.7731,5,118.865
Light,20,o,Cont,13.9046,0.116001,-376.634,0.825248,24.7577,1,119.999,1,59.9827,2,119.965
Light,15,L,C1,56.8379,0.481546,-120.139,0.672233,20.1672,76,89.3991,65,1.72271,66,113.699
Light,15,o,Cont,53.5893,0.452872,-388.766,-1.68168,-50.451,101,62.5327,89,1.25392,89,111.599
Light,15,o,Cont,20.7027,0.172716,432.334,0.695421,20.8628,1,119.999,0,119.999,1,119.999
Light,25,L,C2,71.6115,0.597765,-363.662,0.189049,5.67152,59,78.1659,59,1.93388,59,114.099
Light,25,L,C2,52.6936,0.447445,-68.3943,-2.13738,-64.1221,54,89.9991,33,3.00898,37,111.332
Light,15,o,Cont,17.7556,0.14813,889.928,3.19056,95.7178,1,119.999,1,59.9161,2,119.832
Light,25,L,C2,40.5237,0.339209,-67.0912,-1.67662,-50.2992,55,88.6324,32,3.45977,34,117.632
Light,15,o,Cont,24.5308,0.204653,-67.8265,1.57767,47.3306,1,119.999,0,119.999,1,119.999
Light,25,L,C2,34.6404,0.288994,-2442.6,-1.66868,-50.0609,28,58.6327,18,6.25257,19,118.799
Light,25,L,C2,64.0503,0.534649,-368.871,0.0243667,0.731009,31,84.3992,17,6.47401,18,116.532
Light,15,o,Cont,31.0349,0.258915,-892.82,-3.42346,-102.705,33,92.7991,3,29.4414,4,117.765
Light,20,L,C2,1.67131,0.0139433,10433.8,180,5400.05,0,0,0,119.999,1,119.999
Light,15,o,Cont,33.6485,0.280719,-1984.18,-0.982994,-29.4901,56,64.9993,5,19.9498,6,119.699
Light,20,L,C2,70.7848,0.595336,-307.74,0.472343,14.1704,50,69.8993,36,2.84997,40,113.999
Light,20,L,C2,29.9454,0.253347,1147.29,5.30343,159.105,39,78.8325,27,3.78383,31,117.299
Light,20,L,C2,37.1732,0.320186,-474.735,0.531951,15.9587,59,54.7328,45,2.41132,47,113.332
Light,25,L,C3,37.8314,0.317914,-382.756,-1.04667,-31.4003,34,104.566,11,9.15119,13,118.965
Light,15,L,C2,36.6808,0.327901,-2851.66,1.37751,41.3257,38,99.1323,38,2.21531,50,110.766
Light,20,L,C3,32.7985,0.273628,-1521.77,-0.817782,-24.5337,41,113.299,0,119.999,1,119.999
Light,15,o,Cont,61.6115,0.518039,-693.761,0.293002,8.79015,59,92.4991,44,2.628,44,115.632
Light,20,L,C3,44.81,0.382451,841.38,1.78477,53.5437,28,91.4991,27,3.72469,31,115.466
Light,25,L,C3,59.7107,0.542337,343.069,0.963116,28.8938,31,54.5661,36,1.94998,56,109.199
Light,15,L,C3,0.0790514,0.000659501,14246.4,180,5400.05,0,0,0,119.999,1,119.999
Light,15,L,C2,27.5786,0.230979,141.742,0.917507,27.5255,32,78.2992,15,7.42909,16,118.865
Light,25,L,C3,32.8618,0.275073,-2474.18,0.127113,3.81344,29,97.3324,18,6.24204,19,118.599
Light,15,o,Cont,19.6392,0.163844,65.5595,1.63394,49.0188,8,104.032,0,119.999,1,119.999
Light,15,L,C2,36.3921,0.308498,-1379.15,2.44326,73.2984,17,61.766,27,3.75588,31,116.432
Light,25,L,C3,38.1861,0.318752,-169.273,-0.322913,-9.68747,51,75.4326,19,5.90161,20,118.032
Light,25,L,C3,18.454,0.153956,12.862,1.2437,37.3115,1,119.999,2,39.9552,3,119.865
Light,15,L,C2,34.2296,0.302473,-1651.76,-2.56089,-76.8275,16,46.1662,30,3.72107,30,111.632
Light,20,L,C3,26.1832,0.218439,1051.43,2.00555,60.1672,14,102.932,7,14.9124,8,119.299
Light,15,L,C3,18.0165,0.150306,1658.21,4.7428,142.285,1,119.999,0,119.999,1,119.999
Light,20,L,C2,28.9055,0.242838,-4547.56,0.314914,9.44751,1,0.033333,18,6.92542,17,117.732
Light,25,L,C3,24.0143,0.201633,-1184.02,-0.0294969,-0.884917,7,32.533,2,29.9164,4,119.665
Light,15,L,C2,32.1981,0.269819,-85.2529,0.421795,12.654,8,101.199,12,8.49753,14,118.965
Light,15,L,C3,15.6735,0.130759,-2425.76,-0.333551,-10.0066,1,119.999,0,119.999,1,119.999
Light,25,L,C3,34.0891,0.284553,-799.281,1.19587,35.8764,16,62.6327,16,6.99601,17,118.932
Light,15,L,C3,51.621,0.44323,-532.918,0.0307004,0.92102,41,67.566,66,1.60046,70,112.032
Light,15,L,C2,6.86964,0.0573113,24051.9,146.79,4403.73,0,0,0,119.999,1,119.999
Light,20,L,C3,95.4638,0.803576,-313.721,0.505522,15.1658,27,67.066,41,2.44063,41,100.066
Light,20,L,C3,37.3493,0.312027,3120.17,0.559585,16.7877,76,90.5324,26,4.36909,27,117.965
Light,25,LT,LT,13.2173,0.110267,3078.1,2.98607,89.583,2,119.965,0,119.999,1,119.999
Light,25,LT,LT,38.3703,0.321004,-145.935,0.466414,13.9925,24,81.9325,3,23.9464,5,119.732
Light,25,LT,LT,1.60967,0.013429,13826.6,175.643,5269.35,0,0,0,119.999,1,119.999
Light,25,LT,LT,25.4318,0.21217,-247.169,0.998344,29.9506,19,111.399,0,119.999,1,119.999
Light,20,LT,LT,33.155,0.277064,-568.105,0.635955,19.0788,12,117.399,8,11.9165,10,119.165
Light,15,LT,LT,1.48722,0.0124074,6746.47,60.3068,1809.22,46,1.59998,0,119.999,1,119.999
Light,25,LT,LT,8.56227,0.0714323,31329.8,89.3645,2680.96,0,0,2,39.9774,3,119.932
Light,20,LT,LT,18.2422,0.152189,3553.98,0.55916,16.775,1,119.999,0,119.999,1,119.999
Light,15,LT,LT,38.0461,0.323158,-745.859,0.488269,14.6482,21,100.432,2,23.5864,5,117.932
Light,20,LT,LT,24.449,0.20397,4238.06,-3.61163,-108.35,5,118.499,8,13.2369,9,119.132
Light,15,LT,LT,14.5443,0.121339,384.855,-0.386454,-11.5937,4,115.866,0,119.999,1,119.999
Light,25,S,C3,38.7571,0.323519,544.763,-0.547205,-16.4163,58,82.1658,9,11.9499,10,119.499
Light,20,LT,LT,48.8143,0.417458,-2527.72,-0.558216,-16.7466,53,84.0992,48,2.3197,49,113.666
Light,15,LT,LT,61.9251,0.536153,-317.453,1.72117,51.6357,84,53.6995,53,2.05816,55,113.199
Light,20,LT,LT,51.4314,0.429315,-501.38,1.359,40.7704,25,62.3994,24,4.88745,24,117.299
Light,25,S,C3,18.3839,0.153371,2544.81,4.61712,138.515,1,119.999,0,119.999,1,119.999
Light,15,S,C3,47.2491,0.396278,-948.281,-2.51281,-75.3851,40,67.9327,33,3.32854,35,116.499
Light,25,S,C3,74.2624,0.625637,937.251,-0.189301,-5.67907,74,67.666,75,1.41211,77,108.732
Light,25,S,C3,39.2922,0.330653,1084.05,1.46656,43.9974,64,90.6324,25,4.20829,28,117.832
Light,15,S,C3,13.9755,0.116593,-3478.28,0.811561,24.3471,3,119.932,4,23.9264,5,119.632
Light,15,S,C3,18.8571,0.157319,-1032.56,0.502747,15.0826,1,119.999,2,39.944,3,119.832
Light,25,S,C3,50.8315,0.42561,86.7067,-0.849409,-25.4825,35,74.7659,22,4.88606,24,117.265
Light,25,S,C3,41.0596,0.346693,1157.52,-1.26323,-37.8973,36,69.4993,59,1.83977,62,114.066
Light,15,S,C3,36.874,0.307628,-547.967,-1.30375,-39.113,15,104.466,10,10.815,11,118.965
Light,15,S,C3,16.9523,0.141428,522.794,-2.70248,-81.0753,1,119.999,1,59.9494,2,119.899
Light,25,S,C3,37.3619,0.313529,1274.89,2.17529,65.2592,28,87.2658,24,4.35057,27,117.465
Light,20,S,C3,44.9966,0.376755,-120.166,-0.408307,-12.2493,27,92.7991,35,3.22775,36,116.199
Light,20,S,C3,49.2181,0.433644,1465.59,1.22643,36.7933,30,90.0658,23,2.92804,38,111.266
Light,20,S,C3,18.8876,0.157661,880.326,1.40259,42.0782,1,94.0991,5,19.7942,6,118.765
Light,20,S,C3,24.2692,0.205615,-2320.88,-3.61636,-108.492,33,91.5991,21,4.52047,26,117.532
Light,25,o,Cont,55.0018,0.4613,-212.619,-1.2386,-37.1584,99,58.8327,64,1.72524,66,113.866
Light,25,o,Cont,58.979,0.503239,22.1555,-0.00297766,-0.0893306,34,48.3329,63,1.90507,59,112.399
Light,25,o,Cont,58.6171,0.489024,-393.383,-0.14208,-4.26245,39,95.0657,7,14.8957,8,119.165
Light,25,L,C1,17.6418,0.14718,-1765.47,0.798284,23.9488,9,1.73332,0,119.999,1,119.999
Light,25,o,Cont,56.4929,0.471303,-3874.61,-1.41576,-42.4732,57,61.0327,26,4.17527,27,112.732
Light,20,L,C1,41.8344,0.349011,-335.154,-0.477476,-14.3244,26,84.3992,37,3.08681,38,117.299
Light,25,L,C1,57.0527,0.476768,-725.345,-0.621104,-18.6333,39,69.066,33,3.41075,34,115.966
Light,20,L,C1,41.2513,0.347237,901.091,1.26134,37.8405,20,79.1325,32,3.33235,35,116.632
Light,20,o,Cont,22.3384,0.186362,-2462.2,-0.269462,-8.08393,113,42.9662,7,14.8624,8,118.899
Light,25,L,C1,48.7558,0.410522,-707.226,0.844476,25.3345,19,66.766,22,4.49611,26,116.899
Light,20,o,Cont,25.9543,0.216649,-1037.76,-0.225709,-6.77133,10,107.266,7,16.7475,7,117.232
Light,20,L,C1,70.9954,0.592292,-360.579,-0.222903,-6.68715,36,87.3325,28,4.0571,28,113.599
Light,25,o,Cont,38.1307,0.319981,242.418,0.627957,18.8389,21,83.2325,19,5.38782,22,118.532
Light,25,L,C1,38.3502,0.321643,-925.491,-1.14487,-34.3465,16,60.4327,43,2.52751,46,116.266
Light,20,o,Cont,39.2463,0.327419,-1887.79,-2.66381,-79.9151,22,82.1658,14,7.87548,15,118.132
Light,20,L,C1,15.4403,0.128813,15550.4,95.3105,2859.34,1,119.999,0,119.999,1,119.999
Light,20,o,Cont,47.576,0.405366,839.978,1.00031,30.0096,46,78.7659,51,2.0824,55,114.532
Light,20,o,Cont,36.6065,0.305396,1348.12,-2.83653,-85.0968,8,114.466,2,39.6996,3,119.099
Light,20,L,C1,18.7332,0.156285,3561.69,3.54554,106.367,1,2.26664,2,39.6329,3,118.899
Light,25,L,C1,22.9351,0.191341,-1242.26,0.936294,28.0891,13,103.032,1,59.9327,2,119.865
Light,25,o,Cont,48.6856,0.41388,144.095,2.02369,60.7113,20,46.0329,46,2.33399,49,114.366
Light,25,L,C1,36.9432,0.311584,120.758,0.775369,23.2613,23,51.3995,24,4.3444,27,117.299
Light,20,o,Cont,37.5271,0.335266,546.911,-0.0953551,-2.86068,10,63.5994,8,8.54607,13,111.099
Light,25,L,C1,35.9368,0.299809,4297.66,0.212062,6.36192,23,87.9325,14,7.9177,15,118.765
Light,25,o,Cont,51.5609,0.434262,313.227,0.430343,12.9104,33,72.4326,52,2.11418,54,114.166
Light,20,o,Cont,23.2525,0.194204,-1740.73,-2.07996,-62.3993,32,103.966,16,6.99013,17,118.832
Light,25,o,Cont,44.9138,0.374911,-582.739,-1.4745,-44.2353,32,90.0991,29,3.91107,30,117.332
Light,15,L,C1,16.1924,0.135164,11930.8,-1.27685,-38.3058,7,111.332,4,23.9464,5,119.732
Light,25,L,C2,59.3209,0.51331,-374.172,-0.923802,-27.7143,81,93.2657,63,1.56243,71,110.932
Light,25,o,Cont,48.5666,0.421346,6.83832,-0.073493,-2.20481,41,50.2995,53,1.87609,60,112.566
Light,20,L,C2,16.9667,0.141548,1377.85,-2.72816,-81.8456,2,119.565,1,59.7494,2,119.499
Light,20,o,Cont,11.2757,0.0940694,2692.82,0.107159,3.21481,1,119.999,0,119.999,1,119.999
Light,15,L,C1,35.6748,0.298287,1566.06,0.314479,9.43447,49,62.7327,25,4.54483,26,118.165
Light,15,o,Cont,46.9795,0.393137,515.777,0.705761,21.173,30,95.999,31,3.64684,32,116.699
Light,15,o,Cont,27.92,0.232928,-145.629,-0.205628,-6.1689,18,100.066,5,19.6609,6,117.965
Light,25,L,C2,87.2037,0.732197,-100.614,-0.480413,-14.4125,75,71.266,59,1.83557,59,108.299
Light,25,L,C2,42.5869,0.35628,286.059,0.03112,0.93361,32,93.2324,28,3.92107,30,117.632
Light,15,o,Cont,8.14883,0.0679832,-2831.52,2.97364,89.2102,1,119.999,0,119.999,1,119.999
Light,25,L,C2,46.9165,0.394702,-227.283,-0.394468,-11.8342,31,76.1992,40,2.84306,41,116.566
Light,15,o,Cont,20.1246,0.167893,-2259.65,-3.47358,-104.208,1,119.999,0,119.999,1,119.999
Light,25,L,C2,45.3977,0.378739,-191.372,-0.408432,-12.2531,98,30.433,71,1.59258,72,114.666
Light,25,L,C2,68.226,0.569188,726.663,-0.655521,-19.6658,34,84.7325,13,8.44992,14,118.299
Light,15,o,Cont,37.4846,0.313245,-703.75,-1.42026,-42.6083,61,91.6658,15,7.87325,15,118.099
Light,20,L,C2,2.04465,0.0170579,9796.53,167.652,5029.62,0,0,0,119.999,1,119.999
Light,15,o,Cont,25.3041,0.211104,-3009.58,-0.90298,-27.0897,12,96.1657,3,29.9414,4,119.765
Light,20,L,C2,67.9036,0.567129,-350.035,0.263175,7.89534,39,65.2327,34,2.96849,36,106.866
Light,20,L,C2,38.1909,0.334035,1865.8,1.77167,53.1508,67,33.333,52,1.83659,61,112.032
Light,20,L,C2,21.209,0.17694,-3812.13,0.318247,9.5475,5,107.166,0,119.999,1,119.999
Light,25,L,C3,31.2559,0.260613,638.305,1.87857,56.3578,31,102.432,3,29.933,4,119.732
Light,15,L,C2,56.0375,0.476785,-918.36,-1.48837,-44.6515,25,94.999,65,1.64998,68,112.199
Light,20,L,C3,31.9419,0.266333,443.348,1.26889,38.0671,13,75.4992,17,6.59808,18,118.765
Light,15,o,Cont,65.0814,0.549061,-768.136,-0.216955,-6.50873,59,89.3324,59,1.87831,60,112.699
Light,20,L,C3,72.8882,0.731083,476.313,0.951726,28.5521,93,81.3325,38,5.12276,19,97.3324
Light,25,L,C3,62.5754,0.556066,-608.805,-0.759015,-22.7707,37,55.5994,40,2.23943,49,109.732
Light,15,L,C3,15.0026,0.125092,4345.15,180,5400.05,5,0.233331,6,17.0951,7,119.665
Light,15,L,C2,21.2837,0.177465,-971.889,-2.53863,-76.1597,12,112.966,0,119.999,1,119.999
Light,25,L,C3,28.1829,0.235252,-1681.65,1.01008,30.3028,47,94.3657,5,19.9276,6,119.565
Light,15,o,Cont,16.7717,0.139843,2514.92,-0.785365,-23.5612,1,119.999,0,119.999,1,119.999
Light,15,L,C2,40.553,0.339549,-1272.53,-0.110395,-3.31189,20,66.066,18,5.61582,21,117.932
Light,25,L,C3,40.5514,0.34039,-138.843,-0.296621,-8.89872,30,68.166,42,2.65073,44,116.632
Light,25,L,C3,15.7217,0.131161,-1532.84,-3.77376,-113.214,1,119.999,1,59.9494,2,119.899
Light,15,L,C2,23.0888,0.192623,1027.42,0.611684,18.3507,1,119.999,0,119.999,1,119.999
Light,20,L,C3,30.5501,0.255154,725.337,-0.274243,-8.22738,14,87.9325,5,17.057,7,119.399
Light,15,L,C3,18.4992,0.154333,769.446,2.95124,88.5381,1,119.999,0,119.999,1,119.999
Light,20,L,C2,18.5865,0.155062,1607.44,2.38535,71.5613,47,11.7332,0,119.999,1,119.999
Light,25,L,C3,56.7015,0.510676,-138.259,0.662624,19.8789,75,88.4324,65,1.75572,61,107.099
Light,15,L,C2,24.904,0.207766,-1360.94,1.77654,53.2966,3,96.4324,7,14.8957,8,119.165
Light,15,L,C3,20.1381,0.168005,-2114.38,-4.80471,-144.143,1,119.999,0,119.999,1,119.999
Light,25,L,C3,38.0577,0.317503,-314.396,-0.0384136,-1.15242,25,85.6991,12,9.15375,13,118.999
Light,15,L,C3,39.7107,0.331294,2859.79,1.24737,37.4213,14,60.3661,13,8.49515,14,118.932
Light,15,L,C2,7.36059,0.0614071,26785.9,135.853,4075.63,0,0,1,59.9827,2,119.965
Light,20,L,C3,91.4564,0.767689,-290.271,1.01579,30.4741,52,75.0659,60,1.61474,61,98.499
Light,20,L,C3,39.845,0.332785,963.243,-0.123957,-3.71874,87,62.8994,19,5.63169,21,118.265
Light,25,LT,LT,13.3226,0.111085,866.817,1.40589,42.177,1,119.999,0,119.999,1,119.999
Light,25,LT,LT,32.7583,0.27314,-742.787,0.339983,10.1996,19,81.5659,3,29.9497,4,119.799
Light,25,LT,LT,2.00184,0.0167007,12868.7,166.443,4993.34,0,0,0,119.999,1,119.999
Light,25,LT,LT,44.775,0.374586,-715.714,-1.74533,-52.3605,11,2.09998,29,3.88329,30,116.499
Light,20,LT,LT,47.0067,0.406636,-1263.71,-0.504305,-15.1293,44,69.266,31,2.92219,39,113.966
Light,15,LT,LT,4.38789,0.0366068,8442.68,78.3587,2350.78,120,4.16662,0,119.999,1,119.999
Light,25,LT,LT,6.34929,0.0529702,33467.3,129.38,3881.44,0,0,0,119.999,1,119.999
Light,20,LT,LT,15.2626,0.127331,-2244.47,-2.62648,-78.7952,1,119.999,3,29.908,4,119.632
Light,15,LT,LT,40.5389,0.344234,-809.249,0.141696,4.25092,20,98.499,8,9.06658,13,117.865
Light,20,LT,LT,16.81,0.140241,-3633.8,-2.81277,-84.3839,1,119.999,0,119.999,1,119.999
Light,15,LT,LT,25.6655,0.214119,-3715.16,-5.19075,-155.724,8,76.4992,11,9.93601,12,119.232
Light,25,S,C3,52.9158,0.441951,819.627,0.903699,27.1112,48,97.499,35,3.23978,36,116.632
Light,20,LT,LT,22.1076,0.184437,-383.925,-1.05291,-31.5875,3,105.166,2,39.9774,3,119.932
Light,15,LT,LT,44.4248,0.378624,-1711.64,0.380907,11.4273,44,93.5324,27,3.73437,31,115.766
Light,20,LT,LT,59.196,0.497451,1352.24,-1.38374,-41.5127,20,60.1661,30,3.4535,33,113.966
Light,25,S,C3,24.975,0.208359,-250.025,-1.3401,-40.2034,4,119.832,8,13.1406,9,118.265
Light,15,S,C3,40.183,0.335794,-199.167,-1.96077,-58.8237,46,109.399,36,3.15402,37,116.699
Light,25,S,C3,46.3821,0.390645,94.6852,-0.349124,-10.4738,42,85.8991,25,4.26415,27,115.132
Light,25,S,C3,23.1014,0.192728,3445.87,5.57703,167.312,29,109.366,8,13.2591,9,119.332
Light,15,S,C3,14.5099,0.121051,-1713.75,-0.683767,-20.5132,1,119.999,1,59.9661,2,119.932
Light,15,S,C3,15.9645,0.133187,518.868,-1.95417,-58.6256,5,53.4995,1,59.9494,2,119.899
Light,25,S,C3,52.355,0.439593,-16.0748,0.888463,26.6541,25,87.6658,19,5.34692,22,117.632
Light,25,S,C3,30.0092,0.250358,-56.4749,0.536133,16.0842,14,106.966,24,4.71329,25,117.832
Light,15,S,C3,57.8231,0.484691,-644.721,-1.15778,-34.7336,42,74.8993,47,2.34692,49,114.999
Light,15,S,C3,16.6335,0.138768,4505.8,1.19207,35.7624,1,119.999,0,119.999,1,119.999
Light,25,S,C3,37.139,0.319707,826.381,0.776656,23.2999,28,50.0328,33,2.95553,39,115.266
Light,20,S,C3,51.2592,0.429072,535.815,1.07244,32.1734,31,59.4327,60,1.89178,61,115.399
Light,20,S,C3,55.8434,0.495656,-687.117,-0.89284,-26.7855,47,91.9657,30,2.52801,44,111.232
Light,20,S,C3,20.6658,0.172408,2865.01,3.32719,99.8166,3,119.765,2,39.844,3,119.532
Light,20,S,C3,18.0358,0.151224,-3550.25,-2.81171,-84.3522,12,98.799,17,5.91827,20,118.365
