Dark-Light,Size,Salinity,Concentration,Distance_moved_Total,Velocity_Mean,Meander,Turn angle,Angular velocity,In_zone_Frequency,In_zone_Cumulative_duration,Movement_Mean,Movement,Freezing_Mean,Freezing_Frequency,Freezing_duration,,
Light_1,o,25,Light_1-NOM-25,0.0334898,0.0167381,134671,152.89,4584.82,1,120.032,,0,2.00081,1,2.00081,,
Light_1,o,25,Light_1-NOM-25,0.486141,0.242971,-6245.4,1.27287,38.1703,9,116.599,,0,2.00082,1,2.00082,,
Light_1,o,25,Light_1-NOM-25,43.8544,0.365864,-2218.91,0.797751,23.9328,53,88.8658,0.360602,11,9.66935,12,116.032,,
Light_1,o,25,Light_1-NOM-25,45.3319,0.378189,-807.91,0.164986,4.94962,90,109.499,0.183331,14,7.82881,15,117.432,,
Light_2,o,25,Light_2-NOM-25,0.546604,0.27319,773.122,-0.448739,-13.4567,1,120.032,,0,2.00082,1,2.00082,,
Light_2,o,25,Light_2-NOM-25,0.191211,0.0955674,26235.4,-11.2646,-337.798,1,120.032,,0,2.00081,1,2.00081,,
Light_2,o,25,Light_2-NOM-25,0.570935,0.285351,-10483.4,-5.63827,-169.079,7,117.799,,0,2.00082,1,2.00082,,
Light_2,o,25,Light_2-NOM-25,0.368124,0.184064,29665,56.3407,1690.24,0,0,,0,1.99998,1,1.99998,,
Light_2,o,25,Light_2-NOM-25,0.168001,0.0840013,-20670.5,-5.36282,-160.886,1,1.99998,,0,1.99998,1,1.99998,,
Light_3,o,25,Light_3-NOM-25,0.297113,0.148496,-3203.13,-6.18515,-185.479,1,120.032,,0,2.00082,1,2.00082,,
Light_3,o,25,Light_3-NOM-25,0.124278,0.0621142,2264.38,11.5473,346.295,1,120.032,,0,2.00081,1,2.00081,,
Light_3,o,25,Light_3-NOM-25,0.642058,0.320897,8405.1,3.87639,116.244,1,120.032,,0,2.00082,1,2.00082,,
Light_3,o,25,Light_3-NOM-25,0.888571,0.44429,-8561.1,2.59164,77.75,0,0,,0,1.99998,1,1.99998,,
Light_3,o,25,Light_3-NOM-25,0.294683,0.147343,-4717.02,-17.8631,-535.898,1,1.99998,,0,1.99998,1,1.99998,,
Dark_1,S,5,Dark_1-NC1-5,0.289946,0.144915,7249.24,124.622,3737.17,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,5,Dark_1-NC1-5,0.85184,0.425748,426.205,-7.34574,-220.284,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,5,Dark_1-NC1-5,0.78677,0.393228,9825.35,19.7603,592.563,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,5,Dark_2-NC1-5,0.467489,0.23365,4942.32,104.959,3147.48,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,5,Dark_2-NC1-5,0.917939,0.458783,4126.48,3.0419,91.2213,1,120.032,0.200081,1,0.900363,2,1.80073,,
Dark_2,S,5,Dark_2-NC1-5,0.70436,0.352039,-12201.1,-2.60884,-78.2346,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,S,5,Dark_3-NC1-5,0.323113,0.161492,8414.55,143.993,4318.06,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,5,Dark_3-NC1-5,0.730873,0.365288,6467.61,6.99595,209.795,1,120.032,0.300121,1,0.850343,2,1.70069,,
Dark_3,S,5,Dark_3-NC1-5,0.866665,0.433159,-11714.3,-1.76597,-52.9591,1,120.032,,0,2.0008,1,2.0008,,
Light_1,S,5,Light_1-NC1-5,0.372168,0.186009,7671.15,135.118,4051.92,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,5,Light_1-NC1-5,0.430861,0.215343,-477.457,10.7749,323.115,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,5,Light_1-NC1-5,0.716705,0.358208,4850.41,1.83084,54.9059,1,120.032,,0,2.0008,1,2.0008,,
Light_2,S,5,Light_2-NC1-5,0.51066,0.255228,21238.7,31.8625,955.473,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,5,Light_2-NC1-5,0.620628,0.310189,-11113.3,-2.59147,-77.7134,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,5,Light_2-NC1-5,0.802089,0.400883,4641.18,2.69527,80.8282,1,120.032,,0,2.0008,1,2.0008,,
Light_3,S,5,Light_3-NC1-5,0.468555,0.234183,49.2231,48.5028,1454.49,1,120.032,,0,2.00081,1,2.00081,,
Light_3,S,5,Light_3-NC1-5,0.763195,0.381443,32005.4,3.68578,110.529,1,120.032,0.300121,1,0.850343,2,1.70069,,
Light_3,S,5,Light_3-NC1-5,0.902577,0.451107,-16091.7,1.0551,31.6458,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,S,5,Dark_1-NC2-5,11.9171,5.95611,-2619.27,26.2359,786.762,1,120.032,0.0809851,7,0.179239,8,1.43391,,
Dark_1,S,5,Dark_1-NC2-5,0.977087,0.488347,3153.23,-5.22009,-156.54,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,5,Dark_1-NC2-5,0.632922,0.316335,-1181.91,-0.785067,-23.5501,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,5,Dark_2-NC2-5,0.448989,0.224404,-9433.79,-20.2821,-608.209,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,5,Dark_2-NC2-5,0.885831,0.442737,-12519.5,0.77545,23.2573,1,120.032,0.166734,1,1.83407,1,1.83407,,
Dark_2,S,5,Dark_2-NC2-5,0.789572,0.394628,3553.16,-0.626853,-18.8023,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,S,5,Dark_3-NC2-5,0.461572,0.230693,27676.9,33.0606,991.424,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,5,Dark_3-NC2-5,0.566984,0.283378,-8466.76,-1.17211,-35.1554,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,5,Dark_3-NC2-5,0.575058,0.287414,4964.08,3.97761,119.282,1,120.032,0.233427,1,0.883687,2,1.76737,,
Light_1,S,5,Light_1-NC2-5,0.688354,0.344038,19493.1,2.10093,63.0117,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,5,Light_1-NC2-5,1.40183,0.700632,2177.34,7.99479,239.744,1,120.032,0.200081,1,0.900363,2,1.80073,,
Light_1,S,5,Light_1-NC2-5,0.652806,0.326272,7120.21,-0.263561,-7.90196,1,120.032,,0,2.0008,1,2.0008,,
Light_2,S,5,Light_2-NC2-5,0.823296,0.411481,-3524.84,-6.39805,-191.87,1,120.032,0.366815,1,0.816997,2,1.63399,,
Light_2,S,5,Light_2-NC2-5,0.485366,0.242585,-12305.1,1.06571,31.9511,1,120.032,0.033346,1,1.96746,1,1.96746,,
Light_2,S,5,Light_2-NC2-5,0.850972,0.425315,-200.13,-12.1264,-363.649,1,120.032,,0,2.0008,1,2.0008,,
Light_3,S,5,Light_3-NC2-5,0.485931,0.242867,2985.24,8.8303,264.804,1,120.032,,0,2.00081,1,2.00081,,
Light_3,S,5,Light_3-NC2-5,0.565149,0.28246,-4509.62,10.5739,317.085,1,120.032,0.133387,1,0.93371,2,1.86742,,
Light_3,S,5,Light_3-NC2-5,0.610751,0.305253,2283.54,10.0073,300.1,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,S,5,Dark_1-NC3-5,1.10758,0.553561,-410.996,-2.18859,-65.6307,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,5,Dark_1-NC3-5,0.434926,0.217374,13420.6,9.40061,281.903,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,5,Dark_1-NC3-5,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,5,Dark_2-NC3-5,0.540734,0.270256,-9460.52,13.6379,408.971,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,S,5,Dark_2-NC3-5,0.359138,0.179496,5587.87,-3.6088,-108.22,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,S,5,Dark_2-NC3-5,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,S,5,Dark_3-NC3-5,0.0920628,0.0460125,-35931.6,-13.8294,-414.713,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,5,Dark_3-NC3-5,0.356166,0.17801,17770.8,4.89556,146.807,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,5,Dark_3-NC3-5,2.89948,1.44917,-16463.8,-10.4433,-313.169,1,120.032,0.133387,2,0.578009,3,1.73403,,
Light_1,S,5,Light_1-NC3-5,0.622469,0.311107,11808.1,12.9571,388.554,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,5,Light_1-NC3-5,0.352337,0.176096,908.54,-14.6351,-438.873,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,5,Light_1-NC3-5,0,0,,,,4,114.932,,0,2.0008,1,2.0008,,
Light_2,S,5,Light_2-NC3-5,0.395801,0.197819,71605.5,29.237,876.749,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,5,Light_2-NC3-5,0.24922,0.124559,-5263.76,-6.0428,-181.21,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,5,Light_2-NC3-5,0,0,,,,4,118.165,,0,2.0008,1,2.0008,,
Light_3,S,5,Light_3-NC3-5,0.294057,0.146968,4282.85,7.57863,227.266,1,120.032,,0,2.00082,1,2.00082,,
Light_3,S,5,Light_3-NC3-5,0.369204,0.184526,-6958.78,7.85503,235.554,2,118.332,,0,2.00082,1,2.00082,,
Light_3,S,5,Light_3-NC3-5,2.79405,1.39646,399.206,14.0601,421.624,2,119.399,0.0778087,3,0.441844,4,1.76738,,
Dark_1,S,15,Dark_1-NC1-15,2.88254,1.44068,-13674.1,-6.0799,-182.322,1,120.032,0.166735,2,0.555783,3,1.66735,,
Dark_1,S,15,Dark_1-NC1-15,0.0275246,0.0137569,13079.2,180,5397.95,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,15,Dark_1-NC1-15,0.590734,0.295247,30852.9,18.4554,553.44,1,120.032,0.033347,1,0.98373,2,1.96746,,
Dark_2,S,15,Dark_2-NC1-15,0.622439,0.311092,866.305,8.84245,265.165,1,120.032,0.233429,1,1.76739,1,1.76739,,
Dark_2,S,15,Dark_2-NC1-15,0.0275246,0.0137569,13079.2,180,5397.79,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,15,Dark_2-NC1-15,0.544149,0.271965,-626.136,-7.36418,-220.838,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,15,Dark_3-NC1-15,0.782529,0.391104,4428.42,17.2064,515.98,2,119.999,0.033347,1,1.96747,1,1.96747,,
Dark_3,S,15,Dark_3-NC1-15,0.0873294,0.0436472,12115.8,180,5397.79,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,15,Dark_3-NC1-15,0.51851,0.25915,-4915.28,8.37339,251.094,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,15,Light_1-NC1-15,0.498375,0.249085,-15431.1,-0.297887,-8.93294,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,15,Light_1-NC1-15,0.0433615,0.0216722,8302.29,180,5397.95,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,15,Light_1-NC1-15,0.429785,0.214806,-7526.99,-12.8379,-384.99,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,15,Light_2-NC1-15,0.592762,0.29626,66.7269,-12.274,-368.068,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,15,Light_2-NC1-15,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,15,Light_2-NC1-15,0.606439,0.303098,-2538.53,-0.390641,-11.7146,1,120.032,0.200081,1,0.900363,2,1.80073,,
Light_3,S,15,Light_3-NC1-15,1.39563,0.697529,1211.12,4.10939,123.231,1,120.032,0.183409,2,0.817001,2,1.634,,
Light_3,S,15,Light_3-NC1-15,0.0275246,0.0137567,13079.2,180,5397.79,1,120.032,,0,2.00081,1,2.00081,,
Light_3,S,15,Light_3-NC1-15,0.635675,0.317709,-16343.3,3.33892,100.134,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,15,Dark_1-NC2-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,15,Dark_1-NC2-15,0.106471,0.0532135,-25244.7,7.11077,213.236,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,15,Dark_1-NC2-15,0.00933966,0.00466792,38545.3,180,5397.79,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,15,Dark_2-NC2-15,1.82131,0.91028,197.66,180,5397.79,2,119.065,0.066694,1,0.967063,2,1.93413,,
Dark_2,S,15,Dark_2-NC2-15,0.362897,0.181374,-1122.64,3.18953,95.6466,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,S,15,Dark_2-NC2-15,10.465,5.2304,-6518.87,42.9406,1287.7,2,119.299,0.122271,3,0.544663,3,1.63399,,
Dark_3,S,15,Dark_3-NC2-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,15,Dark_3-NC2-15,0.250355,0.125126,7033.44,-4.12292,-123.637,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,15,Dark_3-NC2-15,7.14415,3.57064,-279.025,19.8647,595.668,1,120.032,0.116713,2,0.589125,3,1.76737,,
Light_1,S,15,Light_1-NC2-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,15,Light_1-NC2-15,0.0948159,0.0473885,-59862.3,-33.844,-1014.9,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,15,Light_1-NC2-15,3.59876,1.7987,22559.1,89.794,2692.75,1,120.032,0.0500205,2,0.633587,3,1.90076,,
Light_2,S,15,Light_2-NC2-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,15,Light_2-NC2-15,0.257008,0.128451,-6068.34,9.02653,270.685,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,15,Light_2-NC2-15,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Light_3,S,15,Light_3-NC2-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_3,S,15,Light_3-NC2-15,0.232825,0.116365,18611.2,32.7185,981.151,1,120.032,,0,2.00082,1,2.00082,,
Light_3,S,15,Light_3-NC2-15,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,S,15,Dark_1-NC3-15,0.413761,0.206797,-15933,-32.2571,-967.32,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,15,Dark_1-NC3-15,0.442301,0.221061,18653.6,47.8048,1433.56,3,119.732,,0,2.00081,1,2.00081,,
Dark_1,S,15,Dark_1-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,S,15,Dark_2-NC3-15,0.118708,0.0593299,49401.9,21.9826,659.203,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,15,Dark_2-NC3-15,0.171029,0.0854802,79133.5,122.714,3679.92,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,15,Dark_2-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,15,Dark_3-NC3-15,0.0446649,0.0223234,-56620.9,-32.9117,-986.959,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,15,Dark_3-NC3-15,0.136803,0.0683736,38576.2,76.9063,2306.25,2,114.566,,0,2.00081,1,2.00081,,
Dark_3,S,15,Dark_3-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,15,Light_1-NC3-15,0.241696,0.120799,21344,32.7964,983.482,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,15,Light_1-NC3-15,0.244749,0.122325,33766.2,74.0969,2222,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,15,Light_1-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,15,Light_2-NC3-15,0.0796771,0.0398225,43591.7,23.1521,694.283,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,15,Light_2-NC3-15,0.130025,0.0649864,30091.1,114.545,3434.97,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,15,Light_2-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_3,S,15,Light_3-NC3-15,0.0781814,0.0390748,39828.9,-4.435,-133.002,2,119.099,,0,2.00081,1,2.00081,,
Light_3,S,15,Light_3-NC3-15,0.142896,0.0714192,42841.3,51.0898,1532.08,3,115.199,,0,2.00081,1,2.00081,,
Light_3,S,15,Light_3-NC3-15,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,25,Dark_1-NC1-25,0.330156,0.165012,-10373.8,-0.56217,-16.867,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,S,25,Dark_1-NC1-25,0.00986251,0.00492927,73003.7,180,5397.79,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,25,Dark_2-NC1-25,0.561755,0.280765,-2132.59,10.3798,311.275,1,120.032,,0,2.0008,1,2.0008,,
Dark_2,S,25,Dark_2-NC1-25,0.00986251,0.00492927,73003.7,180,5397.87,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,S,25,Dark_3-NC1-25,0.139453,0.0696987,18557.1,28.5319,855.624,1,120.032,,0,2.0008,1,2.0008,,
Dark_3,S,25,Dark_3-NC1-25,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Light_1,S,25,Light_1-NC1-25,0.46963,0.234721,60726.5,17.2702,517.888,1,120.032,,0,2.0008,1,2.0008,,
Light_1,S,25,Light_1-NC1-25,0.0527667,0.0263729,15051.6,180,5397.79,1,120.032,,0,2.0008,1,2.0008,,
Light_2,S,25,Light_2-NC1-25,0.190899,0.0954111,24765.8,-4.65975,-139.748,1,120.032,,0,2.0008,1,2.0008,,
Light_2,S,25,Light_2-NC1-25,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Light_3,S,25,Light_3-NC1-25,0.327327,0.163598,23628,22.8283,684.58,1,120.032,,0,2.0008,1,2.0008,,
Light_3,S,25,Light_3-NC1-25,0,0,,,,1,120.032,,0,2.0008,1,2.0008,,
Dark_1,S,25,Dark_1-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_1,S,25,Dark_1-NC2-25,0.134507,0.0672259,-10121.4,5.21772,156.467,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,25,Dark_1-NC2-25,0,0,,,,,,,0,2.0008,1,2.0008,,
Dark_2,S,25,Dark_2-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,25,Dark_2-NC2-25,0.166277,0.0831043,12500.4,-5.27222,-158.102,2,119.932,,0,2.00082,1,2.00082,,
Dark_2,S,25,Dark_2-NC2-25,0,0,,,,2,0.499995,,0,2.0008,1,2.0008,,
Dark_3,S,25,Dark_3-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,25,Dark_3-NC2-25,0.121355,0.0606525,22318.7,6.05839,181.677,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,25,Dark_3-NC2-25,0.0378202,0.0189024,22494,180,5397.79,1,0.133332,,0,2.0008,1,2.0008,,
Light_1,S,25,Light_1-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,25,Light_1-NC2-25,0.141445,0.0706934,15907.2,4.3593,130.725,1,120.032,,0,2.00082,1,2.00082,,
Light_1,S,25,Light_1-NC2-25,0,0,,,,4,1.99998,,0,2.0008,1,2.0008,,
Light_2,S,25,Light_2-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,25,Light_2-NC2-25,0.135622,0.067783,-21120.6,-14.958,-448.556,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,25,Light_2-NC2-25,0,0,,,,,,,0,2.0008,1,2.0008,,
Light_3,S,25,Light_3-NC2-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_3,S,25,Light_3-NC2-25,0.9372,0.468408,-4797.96,-12.2332,-366.847,1,120.032,0.266776,2,0.489089,3,1.46727,,
Light_3,S,25,Light_3-NC2-25,0,0,,,,,,,0,2.0008,1,2.0008,,
Dark_1,S,25,Dark_1-NC3-25,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_1,S,25,Dark_1-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_2,S,25,Dark_2-NC3-25,0.00881701,0.0044067,-40830.2,-180,-5397.79,1,120.032,,0,2.00082,1,2.00082,,
Dark_2,S,25,Dark_2-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Dark_3,S,25,Dark_3-NC3-25,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Dark_3,S,25,Dark_3-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_1,S,25,Light_1-NC3-25,0,0,,,,2,119.465,,0,2.00082,1,2.00082,,
Light_1,S,25,Light_1-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_2,S,25,Light_2-NC3-25,0,0,,,,1,120.032,,0,2.00082,1,2.00082,,
Light_2,S,25,Light_2-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
Light_3,S,25,Light_3-NC3-25,0.00881701,0.0044067,-40830.2,-180,-5397.79,1,120.032,,0,2.00082,1,2.00082,,
Light_3,S,25,Light_3-NC3-25,0,0,,,,1,120.032,,0,2.00081,1,2.00081,,
